,product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,Fit,Composition,size_number,size_model,cotton,spandex,elasterell
1090,427159006,men_jeans_ripped,trashed_skinny_jeans,39.99,2021-11-17 11:36:50,427159,6,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",184,31/32,0.93,,
1091,427159006,men_jeans_ripped,trashed_skinny_jeans,39.99,2021-11-17 11:36:50,427159,6,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",184,31/32,0.93,,
1092,427159006,men_jeans_ripped,trashed_skinny_jeans,39.99,2021-11-17 11:36:50,427159,6,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",184,31/32,0.93,,
1093,427159006,men_jeans_ripped,trashed_skinny_jeans,39.99,2021-11-17 11:36:50,427159,6,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",184,31/32,0.93,,
1094,427159006,men_jeans_ripped,trashed_skinny_jeans,39.99,2021-11-17 11:36:50,427159,6,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",184,31/32,0.93,,
1251,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1252,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1253,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1254,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1255,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1256,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1257,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1258,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1259,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1260,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1261,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1262,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1263,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1264,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1265,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1266,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1267,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1268,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1269,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1270,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1271,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1272,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1273,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1274,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1275,1004476003,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,3,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1361,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1363,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1365,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1367,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1369,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1371,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1373,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1375,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1377,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1379,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1381,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1383,938875001,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,1,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1385,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1387,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1389,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1391,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/32,0.99,0.01,
1393,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1395,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1397,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1399,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",187,31/30,0.99,0.01,
1401,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1403,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1405,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1407,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2021-11-17 11:36:50,938875,7,slim_fit,"Cotton 99%, Spandex 1%",188,31/32,0.99,0.01,
1408,1004199001,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-11-17 11:36:50,1004199,1,skinny_fit,"Cotton 99%, Spandex 1%",,,0.99,0.01,
1409,1004199001,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-11-17 11:36:50,1004199,1,skinny_fit,"Cotton 99%, Spandex 1%",,,0.99,0.01,
1414,1004199001,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-11-17 11:36:50,1004199,1,skinny_fit,"Cotton 99%, Spandex 1%",187,,0.99,0.01,
1415,1004199001,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-11-17 11:36:50,1004199,1,skinny_fit,"Cotton 99%, Spandex 1%",187,,0.99,0.01,
1416,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1417,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1418,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1419,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1420,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1421,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1422,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1423,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1424,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1425,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1426,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1427,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1428,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1429,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1430,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1431,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1432,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1433,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1434,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1435,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1436,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1437,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1438,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1439,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1440,1004476001,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,1,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1441,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1442,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1443,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1444,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1445,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1446,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1447,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1448,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1449,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1450,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1451,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1452,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1453,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1454,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1455,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1456,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1457,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1458,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1459,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1460,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1461,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1462,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1463,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1464,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1465,1004476005,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,5,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1466,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1467,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1468,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1469,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1470,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1471,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1472,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1473,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1474,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1475,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1476,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1477,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1478,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1479,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1480,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1481,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1482,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1483,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1484,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1485,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",182,31/32,0.9,,0.08
1486,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1487,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1488,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1489,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1490,1004476002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-11-17 11:36:50,1004476,2,slim_fit,"Cotton 90%, Elasterell-P 8%, Spandex 2%",,,0.9,,0.08
1491,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1492,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1493,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1494,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1495,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1496,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1497,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1498,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1499,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1500,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1501,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1502,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
1503,730863033,men_jeans_skinny,skinny_jeans,29.99,2021-11-17 11:36:50,730863,33,skinny_fit,"Cotton 98%, Spandex 2%",,,0.98,0.02,
